"bitter","bittersweet","mild","smoky","rich","sweet","sour","salty","spicy","juicy","fruity","oily","crunchy","dry","wet","creamy","plain","soft","hard","taste"
9,94,23,72,4,33,17,74,18,75,36,74,58,59,67,61,75,21,93,0
32,26,100,8,3,41,14,47,1,17,93,78,11,95,84,29,46,53,38,1
80,68,21,86,64,86,8,58,92,74,85,73,60,9,44,10,37,62,95,1
17,90,15,18,81,51,76,93,38,77,82,96,84,56,38,44,5,34,79,1
65,58,81,47,41,17,35,2,83,91,68,79,6,66,35,76,83,35,46,0
33,73,53,57,17,85,7,47,26,63,70,32,51,39,65,79,47,22,30,0
30,57,50,23,30,92,70,68,84,88,87,64,7,56,8,67,34,44,6,0
37,34,66,88,82,16,53,59,75,69,62,29,63,61,78,64,77,58,95,1
85,50,40,97,60,3,100,24,76,72,71,11,67,99,60,80,45,99,85,0
44,5,19,63,61,46,67,63,55,42,7,52,48,11,90,62,93,88,69,0
49,67,99,40,82,40,7,69,70,81,50,44,79,62,64,77,24,45,2,1
88,92,55,90,44,14,43,91,49,48,67,59,69,84,74,22,84,32,96,1
96,63,20,31,39,40,43,26,83,29,38,98,87,67,38,75,44,18,37,1
21,54,76,31,74,61,39,57,46,12,42,20,24,74,8,29,88,23,77,0
68,18,45,22,22,56,13,46,93,65,48,10,98,41,86,76,47,42,39,0
63,34,50,60,1,7,26,51,51,64,32,98,95,88,94,79,47,82,47,1
24,92,42,53,52,28,18,75,41,95,28,11,95,97,44,16,64,84,69,1
76,13,39,47,7,50,61,10,66,94,29,45,35,76,100,68,54,1,42,1
9,76,19,98,79,61,6,43,87,97,6,14,45,90,43,94,4,30,88,0
31,32,94,57,29,36,7,83,15,12,89,94,38,76,33,68,96,66,29,1
88,67,70,54,88,36,91,66,43,72,12,92,27,68,67,96,40,90,99,0
2,30,17,89,42,16,30,83,70,48,51,10,59,23,74,33,22,99,61,1
76,76,19,99,10,36,70,65,9,52,69,13,66,13,13,88,52,88,36,0
31,23,99,77,7,80,43,77,49,95,63,49,96,58,79,95,66,49,22,0
15,15,61,45,97,88,22,85,88,73,95,80,85,30,76,6,92,37,71,0
60,66,83,44,75,99,65,65,85,91,92,62,65,16,59,81,28,91,10,1
75,38,27,46,72,12,22,10,42,90,52,83,93,84,64,38,76,23,2,0
77,46,74,19,49,66,4,14,50,23,62,93,31,16,30,48,81,77,61,0
24,86,13,8,59,2,14,54,17,78,1,79,86,6,49,75,9,32,21,0
81,82,64,56,77,9,68,14,18,50,24,26,49,67,8,31,91,26,45,1
13,92,86,60,62,40,80,95,73,92,63,7,82,92,36,61,61,94,12,0
49,56,22,78,51,82,64,47,96,60,81,73,16,77,61,71,71,2,64,1
7,40,33,37,42,19,59,68,51,81,26,31,74,79,49,70,80,58,10,1
57,84,36,56,65,77,59,52,29,42,29,41,4,84,90,56,83,55,92,0
37,24,32,11,42,50,100,4,57,59,13,91,51,70,23,95,49,25,16,0
79,41,40,70,51,84,65,96,71,17,55,8,16,70,65,82,95,15,16,0
85,25,57,87,97,90,67,28,27,26,17,61,22,89,83,35,22,97,71,1
25,3,26,13,28,88,15,75,1,59,76,66,49,30,34,18,41,61,54,1
87,78,4,17,3,33,32,31,52,42,94,5,46,50,42,80,33,55,22,0
53,46,68,73,22,99,65,73,54,89,65,59,79,84,54,57,59,44,43,1
29,12,80,93,4,67,29,6,4,17,52,29,76,63,89,96,26,86,48,0
49,31,85,85,50,39,12,95,16,60,79,53,63,57,1,32,22,56,70,0
56,49,39,57,70,77,81,87,42,93,68,41,71,16,68,29,60,34,17,0
50,51,15,95,90,93,85,60,55,9,84,68,28,39,36,7,22,22,5,1
1,7,30,10,75,27,23,17,95,44,72,83,35,31,72,86,79,63,98,0
18,67,83,85,39,89,94,3,9,78,20,26,37,46,76,59,71,32,15,0
35,62,12,20,99,86,92,75,67,78,30,17,11,15,32,78,70,41,82,0
61,52,50,57,79,81,99,97,94,46,17,90,45,22,62,48,63,93,60,0
81,4,81,54,5,54,56,94,21,51,97,59,15,75,16,59,37,56,84,0
2,18,91,3,55,22,83,69,94,54,36,19,64,43,10,33,56,30,97,0
42,100,16,91,6,2,30,22,62,92,52,61,20,26,87,60,28,7,42,1
89,59,50,98,8,95,54,64,37,19,95,43,79,46,9,16,86,2,16,1
74,50,20,4,85,28,100,83,61,5,18,2,69,20,18,35,19,85,87,1
69,80,53,55,13,81,21,59,81,36,17,56,21,4,7,43,67,23,43,0
1,47,33,78,83,5,72,29,95,45,54,57,57,36,7,49,39,79,91,0
12,56,100,71,93,95,23,36,32,42,33,19,11,14,10,99,2,51,34,1
48,51,72,95,77,49,58,24,9,24,24,37,24,72,47,45,83,1,44,1
88,44,76,87,63,39,80,26,86,34,30,75,57,18,91,17,46,38,68,1
59,11,11,44,68,38,61,96,100,50,43,32,47,22,46,92,64,90,87,1
87,67,36,24,96,28,90,27,76,15,58,84,92,65,35,81,60,31,58,1
58,60,71,68,73,3,43,19,67,75,96,95,72,79,88,11,5,14,23,1
6,80,92,4,71,95,18,25,93,67,47,13,2,19,38,40,65,62,43,0
92,46,86,82,81,71,44,69,36,3,18,50,1,96,100,97,26,68,13,0
97,59,18,87,37,98,63,61,68,98,68,42,37,59,18,63,47,92,81,0
87,71,42,83,31,16,45,21,8,62,2,34,81,66,96,59,66,96,40,1
51,22,37,50,27,15,55,68,52,78,86,17,79,39,15,97,64,3,94,1
67,58,84,59,93,36,76,23,79,20,40,27,83,6,42,33,61,53,33,1
100,52,65,79,86,9,8,70,100,42,12,39,39,39,73,59,58,48,6,0
41,56,41,10,67,35,10,47,39,66,54,60,89,61,54,9,95,13,92,1
61,23,55,28,44,23,10,44,44,96,32,61,38,42,97,57,26,35,53,1
31,40,52,26,25,49,81,14,96,60,93,9,2,41,6,23,78,69,83,1
1,17,9,31,45,1,36,12,14,17,83,46,71,84,50,58,83,19,67,0
46,71,8,63,27,41,47,27,62,62,77,47,76,7,10,80,88,24,60,1
72,61,68,43,89,30,34,32,62,17,91,23,74,37,72,52,98,88,56,0
85,100,59,83,37,71,63,40,23,95,94,13,53,48,64,98,79,21,58,1
7,72,67,16,77,22,22,95,44,41,93,38,23,11,97,33,83,19,79,0
21,13,52,93,65,9,79,47,99,49,99,95,50,28,34,91,41,26,46,0
92,51,18,100,49,28,94,33,86,49,80,29,69,25,83,16,34,43,87,0
74,39,81,84,91,31,71,83,8,19,3,90,23,78,4,98,50,45,97,1
50,10,73,65,40,39,26,8,88,1,16,92,58,69,89,17,9,20,23,1
27,88,90,32,84,22,46,30,8,10,71,14,76,52,55,28,53,3,66,1
69,20,45,31,46,76,68,14,11,92,93,10,62,38,40,8,36,16,8,0
28,8,74,17,37,26,79,4,19,55,96,40,13,57,6,76,66,75,46,0
12,60,75,53,81,21,15,34,16,25,75,85,58,76,93,38,7,94,1,0
34,61,8,35,44,16,88,13,100,43,68,36,43,93,71,94,71,97,64,0
57,36,33,85,67,33,6,21,8,46,51,78,69,64,23,4,95,45,94,0
1,68,7,17,82,8,81,96,77,58,25,28,74,62,2,29,60,59,31,0
96,73,22,11,26,74,49,57,37,15,73,79,68,70,26,16,18,35,1,1
71,91,19,25,2,87,26,99,38,14,37,55,7,95,17,59,47,65,8,0
39,44,22,99,91,10,68,96,88,42,15,31,46,75,51,44,42,47,61,0
100,26,76,27,59,9,74,99,38,58,53,71,98,25,11,75,67,21,34,0
2,54,95,6,46,60,41,55,5,13,8,22,79,93,75,57,39,20,73,1
95,98,22,41,66,21,51,23,50,93,21,6,20,60,94,83,33,86,82,1
58,94,87,66,33,61,38,96,33,5,37,29,69,32,40,59,99,80,14,1
95,76,37,98,11,45,12,82,95,12,58,80,59,90,11,51,98,62,89,1
31,39,49,97,91,44,98,60,13,58,14,88,22,6,52,55,30,63,4,0
11,58,33,92,14,64,70,80,68,98,15,79,71,4,97,83,29,90,25,0
36,38,91,56,66,77,47,64,8,63,9,18,94,35,60,65,7,63,74,1
95,51,47,66,91,3,58,15,49,58,84,96,54,88,46,12,43,53,68,1
30,8,19,79,64,48,100,80,17,84,47,38,93,38,12,82,93,30,92,0
69,100,89,97,62,57,66,80,8,74,99,12,20,83,39,98,43,13,14,0
85,21,13,42,88,4,20,65,95,52,51,22,7,65,13,99,100,1,73,1
45,32,79,72,31,59,93,50,56,21,46,59,4,25,34,19,85,23,11,1
65,95,31,96,96,59,37,6,47,15,75,54,27,32,55,36,37,73,89,0
26,1,97,58,69,96,58,6,48,40,69,39,5,14,50,85,24,11,65,1
72,33,34,89,93,87,63,70,1,57,8,56,28,27,100,81,36,99,86,0
15,23,15,10,28,95,58,50,19,81,11,4,29,76,18,61,46,32,10,1
57,87,80,93,56,67,20,12,21,50,21,18,47,99,25,88,98,25,58,0
57,62,42,92,7,73,20,92,23,53,92,45,61,79,51,79,3,55,62,0
50,38,14,41,69,29,1,38,34,87,90,24,49,95,2,44,63,11,14,0
50,19,44,84,59,73,47,63,40,50,72,7,78,45,6,60,9,79,22,1
70,92,65,76,57,94,88,28,28,25,34,74,33,8,58,96,69,17,26,0
100,33,6,66,49,98,80,29,47,78,85,5,25,82,74,80,36,60,87,1
29,17,37,80,91,73,2,80,41,20,51,24,82,46,19,77,38,37,65,0
12,12,36,41,81,26,10,80,30,91,48,19,66,6,8,27,73,49,93,1
81,66,11,91,51,29,44,57,74,81,5,55,83,60,81,3,44,2,33,0
70,42,69,100,91,47,42,12,20,84,32,16,85,46,92,86,7,7,56,0
86,27,59,67,34,31,83,26,26,99,35,49,94,79,83,9,11,75,16,1
28,59,31,73,64,20,92,36,75,29,54,1,39,34,62,67,78,51,97,0
3,48,31,36,11,20,26,24,39,98,18,78,69,38,75,31,96,97,1,1
27,9,9,39,67,61,68,51,62,100,47,83,92,18,19,19,67,97,98,0
33,9,18,8,73,77,30,92,16,12,10,97,24,21,84,68,59,100,82,0
64,2,17,30,24,78,12,80,16,19,40,98,72,43,27,36,72,94,89,1
9,97,5,14,45,52,86,68,62,97,97,14,11,58,90,20,45,79,11,1
83,45,98,26,97,10,95,29,94,20,12,12,49,74,66,83,85,96,37,0
90,79,7,93,36,39,52,67,14,7,87,24,88,45,59,25,11,76,49,1
92,63,69,19,36,11,1,40,35,35,90,33,33,26,61,22,83,5,43,0
11,82,89,45,66,30,6,74,66,61,16,5,91,9,17,91,63,94,9,1
45,34,44,21,5,74,80,63,78,72,92,74,42,79,76,9,73,51,83,0
83,50,73,63,78,53,67,11,37,37,94,84,92,73,70,47,19,19,17,1
68,27,85,51,61,38,16,51,83,93,26,19,10,58,47,30,29,87,79,1
14,8,71,76,78,29,44,40,95,65,9,8,48,8,7,80,86,49,69,1
24,67,81,37,33,33,5,39,99,17,39,38,14,10,9,96,34,26,13,1
49,19,48,86,69,2,43,10,35,40,85,71,84,65,15,31,79,41,98,0
13,66,56,99,6,97,60,20,41,94,7,20,14,29,18,58,68,58,55,1
81,56,9,68,32,64,33,41,54,12,8,100,85,57,85,84,59,92,6,1
88,20,49,26,16,54,36,9,14,91,59,95,26,14,68,37,54,24,1,0
76,29,41,93,49,90,92,41,42,67,23,41,23,30,16,30,67,91,82,0
55,88,96,69,69,16,30,59,31,66,62,1,44,81,72,82,27,41,83,1
88,35,74,32,57,98,68,8,52,2,16,50,58,41,37,26,100,85,81,0
82,27,97,55,52,91,79,35,49,67,5,74,21,37,9,63,19,6,87,1
24,93,64,57,34,94,63,89,96,22,100,12,26,81,3,78,11,54,18,0
76,5,81,18,38,31,58,74,65,17,71,62,77,60,95,18,83,93,96,0
39,65,91,8,5,24,7,69,76,21,22,71,33,11,47,37,80,41,27,0
96,62,29,4,72,2,60,29,15,25,10,47,6,79,87,26,33,84,57,1
46,15,4,93,25,77,54,43,78,56,71,11,81,51,99,16,96,11,31,0
94,93,27,11,58,14,63,26,54,41,46,65,22,75,76,89,14,71,59,0
77,53,96,55,57,11,86,91,30,26,19,13,2,24,26,60,15,24,2,1
50,100,80,87,50,70,21,5,90,44,37,35,47,40,68,63,80,47,92,0
55,95,83,90,35,87,13,56,33,73,44,18,4,48,64,32,61,41,96,1
36,42,30,50,19,14,31,32,30,48,59,99,68,72,46,69,96,80,74,0
73,41,4,33,4,62,28,78,46,82,33,99,28,61,84,69,33,60,66,1
89,57,10,14,88,2,78,54,19,46,33,54,29,72,64,44,36,35,31,0
8,19,92,21,41,76,85,66,88,6,11,58,86,1,10,12,28,97,17,0
17,54,8,27,86,36,97,88,7,45,49,71,61,78,49,7,98,3,56,0
13,87,20,48,25,99,85,40,21,15,72,58,83,44,67,17,6,7,71,1
37,93,5,60,96,92,100,72,20,72,65,45,37,34,50,20,8,79,87,1
67,30,73,5,49,16,68,17,17,98,55,84,86,65,74,19,81,89,27,0
62,89,10,6,51,36,81,13,7,69,26,62,47,33,24,71,44,47,64,0
23,75,100,29,64,28,55,3,15,65,6,89,32,79,15,68,27,94,87,1
34,9,12,45,15,31,9,27,39,91,45,50,56,1,75,8,60,64,95,1
77,79,14,28,34,41,88,75,59,43,49,10,95,61,7,75,75,68,92,0
29,40,64,84,31,43,92,76,68,3,60,59,63,27,16,70,9,20,11,0
24,88,1,32,48,22,39,70,64,38,19,52,61,64,43,99,8,44,36,0
86,61,18,46,47,72,25,32,92,21,87,84,4,91,69,51,5,26,72,1
56,52,87,97,5,88,68,94,2,29,41,70,27,22,46,12,7,74,10,1
32,87,7,68,40,55,76,38,21,92,12,11,24,25,51,75,2,51,38,1
83,98,92,80,78,91,79,29,76,6,28,80,29,46,50,13,65,15,74,1
60,1,87,45,59,22,13,56,54,92,93,11,88,82,85,52,70,11,27,0
78,29,85,23,62,75,38,8,61,48,30,3,47,96,19,72,52,24,22,0
40,62,5,3,37,53,85,12,38,91,42,42,29,51,66,85,10,79,17,1
63,27,20,93,89,32,95,54,86,42,92,57,39,22,48,77,80,8,10,0
64,85,85,95,64,47,82,24,43,73,89,9,76,64,81,86,47,57,18,0
68,60,28,13,61,58,56,4,87,100,97,10,31,76,71,81,44,94,85,0
16,39,26,34,49,12,55,69,30,37,65,82,26,76,39,62,22,21,38,0
90,14,96,74,44,31,80,38,1,3,30,33,96,26,35,17,94,30,52,1
39,16,25,20,28,83,64,19,94,27,100,55,53,15,10,16,39,46,55,1
78,18,44,27,65,30,15,21,62,50,44,17,80,82,21,95,49,24,89,1
74,85,61,8,20,59,71,63,59,29,71,52,68,89,77,39,72,53,73,0
90,5,79,63,38,47,72,3,89,98,70,34,92,60,26,79,2,65,34,1
26,97,96,85,81,38,82,72,35,41,30,61,39,20,61,91,40,93,61,1
23,91,32,98,30,47,93,99,39,23,81,2,70,56,84,40,28,57,43,1
6,85,82,85,27,50,7,82,37,95,76,11,66,95,85,62,81,73,61,1
94,78,32,56,10,59,80,82,2,41,66,4,6,53,17,9,39,96,47,1
83,88,17,17,83,94,48,12,31,34,70,17,60,58,40,10,32,23,74,0
31,70,86,71,6,33,64,6,16,97,77,43,13,27,39,75,9,96,74,0
84,85,35,78,74,4,79,32,6,23,40,49,77,75,25,71,97,34,79,1
100,89,53,51,65,43,21,12,28,91,69,28,5,51,77,89,25,36,1,0
84,93,19,63,67,52,38,26,35,61,30,93,49,75,94,2,96,42,58,0
66,68,27,34,33,11,14,29,63,71,42,75,16,28,3,92,31,86,29,0
52,87,16,43,33,91,93,65,62,84,100,84,77,40,16,76,53,14,61,0
8,89,41,36,82,38,4,41,28,57,4,54,65,64,18,57,67,9,52,1
58,66,8,54,81,30,27,97,18,3,98,23,57,5,40,96,99,57,100,0
13,10,1,41,75,75,46,9,15,89,45,57,47,3,2,30,65,25,46,0
61,23,92,14,26,74,54,13,87,18,17,37,97,12,34,48,65,65,85,0
48,93,16,47,51,96,86,90,76,16,38,46,61,79,85,45,22,40,87,0
36,41,23,7,20,36,59,1,11,9,94,31,56,2,78,96,49,62,21,1
42,15,75,13,20,65,34,10,47,50,82,18,82,3,99,94,29,84,85,0
79,82,27,7,99,47,2,84,3,62,73,40,12,42,68,69,43,39,30,0
57,4,47,97,66,70,40,69,5,57,61,29,25,34,77,79,29,41,53,0
11,47,12,10,87,20,75,46,16,9,65,30,44,13,15,17,30,18,60,0
30,37,45,5,71,85,17,18,60,58,23,79,9,96,58,83,3,4,12,0
18,66,37,11,59,60,81,42,46,51,50,68,50,93,73,54,76,69,53,1
93,52,20,66,85,18,70,93,80,1,26,24,81,38,13,87,74,25,53,1
4,48,68,68,15,97,83,92,41,36,8,42,63,4,85,43,71,25,20,0
11,14,53,69,4,35,69,43,51,68,98,8,8,44,32,91,45,99,30,1
43,40,65,56,35,99,4,84,51,80,99,11,23,93,46,52,21,59,35,1
13,1,40,56,23,27,100,63,83,89,7,61,45,33,91,33,53,36,18,1
53,70,82,66,84,22,52,100,17,28,64,5,55,40,96,21,29,95,20,1
84,1,35,26,15,54,5,32,75,27,61,19,40,4,5,54,39,33,97,1
93,67,71,48,76,74,89,10,24,33,53,46,31,90,11,82,39,51,34,1
5,4,16,93,100,96,52,51,76,83,84,40,97,88,1,81,96,100,71,0
89,70,70,40,97,58,24,27,12,19,20,47,66,13,87,31,12,36,28,1
21,34,55,52,63,33,15,90,40,47,29,32,65,41,100,33,49,83,15,1
52,83,34,44,79,66,65,11,79,53,18,62,81,49,98,72,29,84,89,0
84,85,85,99,79,20,91,29,33,52,98,33,80,44,89,45,73,52,69,1
16,49,26,60,63,81,17,48,38,96,39,35,2,100,26,71,28,14,83,1
42,37,91,17,39,39,36,64,27,42,33,1,67,65,95,28,10,54,21,0
58,31,36,51,14,19,96,51,14,96,75,23,1,49,38,43,19,13,35,1
31,33,29,42,15,47,66,83,30,86,56,79,50,62,92,31,98,5,56,0
17,69,21,99,93,27,13,56,54,25,30,24,61,49,5,99,93,63,100,0
70,68,83,12,83,6,21,92,82,46,92,50,88,55,66,86,70,71,63,0
54,84,13,11,73,53,59,22,90,41,5,99,34,96,65,21,84,32,59,1
29,39,79,52,84,98,28,30,11,51,80,3,48,23,77,37,66,56,34,1
26,62,98,46,82,48,49,66,76,94,41,97,16,27,37,5,10,3,37,1
71,94,91,38,42,74,90,78,46,92,95,74,35,38,38,1,89,7,58,0
20,18,56,33,5,29,71,99,33,91,58,3,43,85,47,5,60,77,80,0
89,62,63,21,84,46,66,7,9,9,99,5,71,75,20,92,98,83,32,1
93,37,62,10,67,39,3,54,87,56,28,5,52,44,73,77,26,86,38,0
85,39,38,38,58,59,38,48,45,24,35,13,52,12,99,34,19,36,88,0
71,57,71,88,90,5,42,14,71,79,89,1,84,62,2,41,3,86,1,1
24,17,1,10,99,23,13,64,48,48,69,4,19,20,57,87,12,70,31,0
50,63,11,41,99,19,54,32,20,13,55,52,14,35,68,45,30,17,33,1
96,39,16,51,31,40,10,99,15,26,87,72,23,58,63,37,12,65,3,0
97,54,20,67,74,63,49,25,24,41,30,78,46,98,64,37,74,87,38,0
71,37,22,99,95,7,54,70,22,61,59,1,7,32,62,69,54,46,24,0
85,80,15,53,91,67,12,100,72,96,52,58,65,6,77,55,45,24,34,1
83,80,98,12,22,49,29,84,35,96,83,24,87,25,73,20,32,96,52,0
6,58,85,41,73,51,86,6,17,29,59,9,29,85,51,66,9,62,63,1
89,94,24,28,30,33,19,50,51,22,29,98,61,44,58,9,80,21,12,0
63,2,34,92,78,76,8,28,6,7,57,69,87,48,25,14,89,93,2,0
40,48,10,70,25,23,59,91,88,94,69,60,63,84,23,56,30,1,88,1
78,77,83,62,1,46,46,92,20,100,96,19,100,47,98,15,95,41,35,1
33,87,1,82,15,25,65,22,26,79,28,79,43,16,9,100,35,32,71,0
58,12,36,49,63,72,50,12,53,15,69,74,32,9,70,85,64,53,32,0
30,3,44,2,13,58,27,98,73,69,97,79,96,58,79,7,54,76,95,1
39,37,23,71,57,25,26,6,54,81,44,62,49,65,69,42,100,39,58,1
60,40,40,14,29,45,30,41,99,41,12,19,19,25,62,35,75,6,63,0
30,7,46,26,55,13,31,8,95,57,13,9,99,71,81,89,4,50,90,0
99,16,41,55,37,50,43,50,62,93,4,14,81,62,25,57,97,22,41,0
81,34,94,14,86,8,35,27,27,85,27,69,1,84,32,35,39,81,26,1
85,95,55,91,42,54,84,3,56,36,64,52,12,75,96,1,70,55,56,0
80,9,43,47,92,72,96,12,2,72,5,55,95,21,92,71,42,15,15,1
43,69,13,8,76,59,31,9,77,40,27,37,3,9,26,9,21,20,57,1
67,87,47,9,97,73,26,46,19,39,84,35,2,16,64,33,59,35,52,1
43,32,48,94,17,66,15,5,83,45,50,82,4,71,36,94,29,59,55,0
81,79,17,81,29,29,88,7,9,7,18,97,14,6,5,59,21,86,17,1
60,31,87,92,77,61,53,11,45,84,64,46,91,39,66,88,37,48,19,0
41,41,73,77,22,82,79,13,13,69,48,96,30,71,88,24,1,56,66,1
16,66,22,81,18,62,93,66,80,54,13,29,15,36,15,19,48,100,99,0
62,9,96,70,24,97,99,37,77,45,64,24,7,5,98,25,69,85,5,0
12,92,37,39,42,38,23,76,98,59,94,46,21,65,76,86,31,73,64,1
53,25,73,100,92,59,41,81,42,84,14,72,61,16,66,65,24,9,44,1
3,95,31,81,98,64,24,22,46,81,73,4,43,62,33,54,2,81,44,1
91,75,90,37,51,38,75,28,100,8,32,11,83,57,98,67,78,10,93,0
10,88,83,68,58,77,18,61,67,9,46,45,35,100,52,71,10,94,84,0
17,47,10,48,53,87,68,2,31,71,65,86,92,10,56,75,54,29,73,1
25,14,78,69,80,62,22,71,8,51,75,29,41,26,38,22,23,38,24,0
39,15,46,73,77,89,67,9,77,66,2,72,100,17,5,99,70,15,89,1
25,100,27,24,28,27,20,18,31,5,65,57,42,1,27,25,65,39,2,0
21,51,82,16,76,7,77,71,62,50,95,65,14,65,71,53,49,64,36,0
30,24,50,60,82,63,23,32,71,92,11,10,93,67,70,15,85,52,86,0
17,59,80,88,34,67,99,52,69,60,45,89,91,97,5,74,9,55,2,0
96,75,51,50,53,66,5,64,64,77,32,47,45,45,10,21,99,3,2,1
94,70,89,4,77,16,78,52,100,42,60,46,30,98,79,6,5,39,99,1
90,7,38,67,22,98,61,9,98,96,1,93,21,30,19,58,87,84,57,1
9,64,28,96,42,47,67,40,53,8,64,35,50,73,15,18,3,23,93,0
49,48,77,99,94,29,99,7,8,15,6,58,74,73,81,72,8,27,27,1
28,21,52,52,98,91,85,40,50,76,73,94,60,63,51,54,4,91,56,1
63,52,99,86,12,35,78,92,9,70,34,7,98,93,49,42,83,58,7,0
69,83,87,31,37,93,3,39,48,63,7,18,11,11,70,83,18,3,63,1
63,41,3,96,95,2,88,4,69,30,14,43,80,38,70,100,41,45,8,0
55,83,41,26,90,92,48,30,64,10,2,74,67,56,13,34,79,96,12,0
7,4,51,82,24,61,55,11,43,28,46,95,21,88,10,43,93,89,23,0
12,64,84,88,73,81,27,9,90,76,89,30,1,24,3,84,47,66,59,1
23,96,53,74,10,17,46,83,76,42,4,48,9,58,48,86,2,5,7,0
45,42,47,19,21,32,65,13,91,31,33,6,64,52,98,23,53,32,23,0
86,69,70,40,49,7,5,45,75,3,23,72,35,37,91,75,38,27,48,1
8,89,40,71,24,92,37,10,27,25,99,88,17,1,84,8,89,75,35,0
31,84,86,2,66,1,52,80,32,2,72,61,86,4,74,20,26,31,12,0
19,65,62,8,50,65,16,83,5,23,91,2,73,26,30,71,71,11,90,0
94,60,49,89,48,26,56,14,11,44,28,44,14,40,49,51,43,86,76,1
23,64,57,68,67,5,34,52,54,6,55,48,20,68,24,74,6,9,39,0
76,16,99,44,23,40,95,89,66,14,23,16,97,83,33,81,40,43,99,0
2,79,65,48,93,81,42,34,31,70,34,59,69,78,89,23,5,68,48,0
61,41,58,27,8,48,1,79,29,69,3,77,80,100,75,31,34,58,91,1
24,4,59,11,38,4,15,94,72,80,74,49,54,12,3,76,43,36,99,1
71,16,61,38,45,88,48,63,64,13,59,64,31,57,49,71,2,50,66,1
94,23,95,97,63,84,4,41,15,33,98,29,5,95,57,72,84,16,67,1
23,81,13,88,29,35,25,44,49,12,26,80,97,98,76,94,35,69,87,1
12,84,78,22,96,86,29,33,52,25,26,79,91,31,86,18,98,66,30,0
39,95,27,6,27,32,16,87,7,45,35,49,57,78,21,30,85,24,7,1
98,3,67,49,73,97,29,88,14,62,60,73,7,42,60,74,49,65,93,1
82,63,49,28,7,46,47,13,75,73,56,26,21,50,70,17,47,94,93,0
24,19,100,43,7,34,80,62,33,27,41,75,22,20,43,26,89,46,51,1
69,17,59,62,59,79,34,24,42,31,79,28,31,73,31,67,31,21,60,1
96,21,39,54,93,13,8,25,70,65,48,74,69,28,15,64,80,39,38,1
28,25,29,94,14,90,53,39,44,47,64,34,18,58,32,84,14,23,7,0
71,93,17,34,68,88,26,18,91,87,28,25,24,47,2,52,99,95,58,1
64,30,82,45,29,63,59,34,54,3,33,69,59,50,97,36,26,58,87,0
18,4,16,87,61,15,22,3,97,23,54,65,99,41,57,23,60,55,37,0
48,37,94,40,82,43,25,46,6,4,17,63,17,22,38,43,13,61,34,1
79,94,91,7,21,43,28,36,48,51,18,62,56,47,74,50,95,93,45,1
83,9,10,87,23,92,95,54,89,41,8,6,36,18,38,90,54,22,19,0
36,79,12,13,75,42,46,73,25,5,30,16,81,52,21,38,5,31,12,0
9,14,72,49,10,37,8,50,56,19,80,96,26,14,81,16,69,37,43,0
40,52,40,26,100,67,43,32,69,97,81,53,95,80,9,23,67,88,19,0
98,44,51,33,84,60,63,82,31,49,95,76,43,29,73,39,66,55,78,1
99,20,78,73,15,64,9,91,18,49,54,2,30,44,25,40,89,84,23,0
74,27,51,85,30,63,89,11,13,28,39,68,97,25,11,48,92,65,8,0
9,23,47,40,69,70,24,61,86,47,74,63,94,4,61,47,63,75,76,1
73,68,95,59,93,12,7,88,98,30,86,80,2,38,37,89,96,36,23,1
39,38,14,48,13,100,68,6,69,30,18,44,57,97,92,13,7,41,13,0
41,87,6,68,81,24,63,26,43,66,46,86,9,5,52,87,36,20,81,1
9,48,23,19,76,19,80,11,91,75,7,51,61,64,97,12,56,10,18,1
29,60,45,67,38,10,75,53,46,84,81,56,49,84,12,29,64,63,48,1
28,61,20,22,43,46,24,34,79,24,91,12,61,6,26,54,75,15,44,0
61,58,6,15,11,54,33,82,71,87,26,64,72,1,74,48,90,23,90,0
48,83,32,44,78,81,83,53,5,61,54,38,51,48,65,65,64,61,39,1
11,79,46,90,75,64,23,75,22,99,91,56,95,21,32,13,21,48,35,1
100,33,26,16,85,79,30,66,63,34,92,47,25,43,57,24,51,30,97,1
80,19,88,97,97,98,51,87,27,74,40,89,60,68,85,94,58,50,61,1
96,24,47,7,51,27,8,76,36,87,1,3,19,96,70,59,24,59,27,0
80,20,62,98,90,91,53,34,74,38,12,65,54,8,25,73,9,95,7,1
35,73,4,83,96,74,92,82,50,54,46,82,100,77,20,59,86,83,55,1
72,49,93,35,3,83,46,55,6,54,36,20,60,29,88,45,49,17,49,1
29,54,84,57,79,97,89,62,81,36,82,13,55,96,97,95,20,15,75,0
25,77,89,38,56,98,66,86,78,51,86,43,95,22,93,76,95,100,27,1
32,30,29,8,56,38,58,13,71,13,42,10,33,5,32,91,8,14,25,0
78,77,31,86,67,55,76,94,100,48,34,8,13,41,20,59,19,1,64,1
69,3,24,88,84,56,1,39,42,32,63,70,95,60,36,8,89,78,56,1
8,21,10,62,74,56,37,21,9,85,66,61,62,65,60,71,76,77,39,0
56,39,37,50,35,32,6,55,42,43,68,87,66,50,76,75,84,80,91,0
43,74,61,34,65,43,92,21,24,89,39,58,24,79,23,28,43,55,75,1
6,29,6,10,50,75,67,90,63,21,65,47,59,10,33,6,27,29,81,0
9,42,57,19,90,74,67,9,38,83,41,55,80,82,98,100,56,44,45,1
90,93,33,95,34,90,87,7,88,71,81,35,15,64,5,83,39,24,3,1
23,31,49,9,21,74,15,57,65,39,15,12,98,37,18,22,90,64,54,0
